sentimen,Tweet
-1,Polusi udara lebih berbahaya daripada merokok. Polusi udara memaksa kita merokok selama 12 jam nonstop tanpa jedah dan pilih kasih. Anak anak bayi orang dewasa orang tua orang sakit semuanya merokok polusi udara. Inilah bahaya laten dari terpapar polusi udara PM25 udara beracun
1,Makanya dalam menjelaskan polusi udara memangharus panjang dan lebar. Mengapa udara terasa panas dan pengap karena banyak gas dan level PM25 nya tinggi. Boleh dicoba dengan suhu udara yang sama tetapi PM25 nya rendah. Efek udara ke kulit kita itu jauh berbeda rasa nya. Terasa lebih adem
1,Minyak goreng berlimpah itu baik. Asal jangan PM25 polusi udara yang berlimpah di udara ya mas perhatian terhadap kualitas udara arti nya anda telah menolong terjamin nya nilai2 kehidupan
-1,Ini lah dosa 8283 MW PLTU yang sudah di bangun itu. mengakibatkatkan setiap malam hari udara nya terpolusi berat. Saat ini kita kebanjiran PM25 heavy metal unsur logam di udara loh. Bayangkan jika semua ini masuk ke dalam tubuh manusia. Ngeri kan iritasi nya. Ayolah cerdas dikit bernegara
1,Tapi karena udara outdoor nya rendah PM25 nya kita bisa buka semua pintu dan jendela untuk melakukan sirkulasi udara. Maka menjadi sangat penting udara outdoor itu rendah polusi. Semoga bisa dimengerti dan dipahami yaa kawal terus polusi udara dki jakarta demi kebaikan 10jt warganya
1,Benar polusi udara PM25 ini unsur logam. Merusak jaringan tubuh dan mengiritasi nya. Berlendir dan batuk adalah cara tubuh mengeluarkan racun yang tertumpuk di organ pernapasan kita. Kita doakan agar para pelaku polusi udara bertobat dan tidak berbuat kesalahan yang sama lagi
1,Iyaa kakpolusi udara hari ini cenderung baik. Semoga terus seperti ini Dan tidak pernah terjadi lagi badai PM25 di udara dki jakarta. sumber polusi udara itu tetap kok itu lagi itu lagi pelakunya. dengan jumlah dan besaran polusi yang sama. Semoga di ikhlaskan untuk tidak membuat polusi lagi
1,Thn 2022 ini sudah HARUS menjadi awal rendah polusi dalam segala perkara. Baik itu kendaraan industri apalagi dari PLN dengan segala PLTU batubara nya. Agar cita2 dunia thn 2030 bisa bebas karbon bisa terjadi dengan baik Asap/ PM25 bukan lah udara yang sehat untuk dihirup oleh manusia.
-1,Polusi partikel halus atau PM25 juga telah menyebabkan jutaan kematian dini setiap tahun.⁣⁣
0,Polusi partikel halus yang dikenal sebagai PM25 umumnya diterima sebagai polutan yang paling berbahaya.⁣⁣
0,Pake masker juga tetap tembus PM25 nya. Polusi udara nya yang seharusnya diatasi dengan maximal agar sehat warga jakarta nya tuhh
1,Udara jika PM25 polusi udara nya rendah udaranya akan terasa lebih sejuk. Para pengguna air purifier yang sering mengalami level PM25 003-005 di dalam ruangan nya. Itu tau banget rasanya nikmat nya udara inii Makanya udara tuh wajib rendah PM25 agar sehat dan nyaman
0,Jika kita memiliki alat ukur PM25 mandiri kita tidak bisa dibohongi oleh keadaan tetap waspada pake masker/air purifier di aktifkan. karena polusi udara meningkat dosa PLTU batubara
-1,harus fokus mengatasi Polusi udara. jangan sampai kebanjiran PM25 dan gas beracun di udara jakarta.
-1,kok tidak terfokus ke Polusi udara sih ?? PM25 heavy metal jauh lebih berbahaya daripada rokok. orang sakit dan juga balita pasti tidak akan merokok. Tetapi sudah pasti menghirup polusi udara. BG maximal nih bpom. banyak aturan tetapi salah semua nya tidak ada manfaat nya sekolah dimana dulu?
1,Jika demo untuk polusi udara bisa sebesar ini. Besar kemungkinan Polusi udara yang ada di P jawa bisa menurun drastis ya. Ke level udara sehat 5-20 untuk level PM25 nya
-1,GEDUNG DPR hr ini banyak yang demo. Lalu PM25 polusi udara dengan sengaja disebarkan ke udara. Ini sih tidak baik banget. karena akan merusak jasmani dan rohani orang banyak. Mahasiswa kena. yang petugas kena. Rakyat yang bekerja juga kena. Pelaku nya lebih jahat daripada oknum yang sounding 3 periode
-1,Parkir saja bayar. Ini paru2 dipinjam untuk memfilter PM25 unsur logam gratisan tidak dibayar jika rusak/ sakit. Obati sendiri lagi yah Katakan tidak pada polusi udara donk guys
0,organisasi itu memperbarui pedoman batas polusi udara untuk tiga polutan pada September 2021. Selain dua jenis partikel yang dikenal sebagai PM25 dan PM10 untuk pertama kalinya WHO memasukkan pula nitrogen dioksida. (3)
-1,Membaik tetapi tidak berDurasi lama. Setelah itu buruk kembali. Bener2 aneh kota ini. Uda tau polusi udara itu tidak BAIKTetapi tetap saja dilakukan terus. Rakyat berkeberatan karena paru2 ini milik kami. Bukan milik negara. Ms paru2 ini di suruh menyerap karbon dan PM25 gratisan sih
0,Polusi udara jenis ini tingkat bahaya nya tinggi. Kelembaban udara tinggi di tambah PM25 dan Gas beracun lainnya. Akibat nya paru2 harus bekerja extra membersihkan kotoran2 ini keluar dari paru2. Lendir bertambah. Batuk2 kecil pertanda detox alami dimulai. Solusi nya in home atau
-1,dengan keadaan PM25 seperti ini. Kota jakarta dinyatakan dalam situasi berPolusi berat. Kasihan pekerja di gedung tinggi dan warga apartemen. Semua keburukan udara ini masuk ke dalam kabin. Kecuali ada hepa filter nya ya. belum lagi bahaya dari gas2 beracun yang menyertai nya. Ngeri
0,PM25 bukannya tidak bisa di lihat guys. Walau PM25 sangat kecil tetapi terlihat jelas ketika kita menyalakan senter di kegelapan. Kl mau lebih jelas pake laserpointer. Dibatang cahaya nya PM25 terlihat seperti semut yang berbaris 2 semakin terang cahaya lasernya semakin tinggi polusi
-1,Betul dari semalam polusi mendadak meningkat drastis penampilannya menjadi awan kecoklatan ini gas NO2 bercampur dengan PM25 heavy metal. Pake masker. Kurangi berada di outdoor
-1,Warga jakarta hanya pengen udara yang dihirup itu sehat dan bersih. Bebas polusi udara PM25 udara beracun. Titik tidak neko2 kok kita. Kita ada anak dan juga orang tua yang mesti dijaga kelestariannya kesehatannya. Gimana mau sehat jika udara nya saja beracun? Polusi udara wajib low
-1,17-18 jam dari semalam tgl 26/3/22-27/3/22 pukul 10.30 baru berakhir asap2 nya / PM25 polusi udara bener2 Penjahat pelanggar HAM yaa si pelakunya
1,yang masih melakukan aktivitas di outdoor waspada ya. Sayangi diri anda dengan menggunakan masker segera. Safety first u/kesehatan anda sendiri tentu nya. Sebaiknya segera pulang ke rumah kurangi terpapar PM25 polusi udara
-1,Malam hari adalh waktu terbaik untuk memenuhi udara dengan PM25 karena orang2 kebanyakan sedang tidur. Langit gelap tidak kelihatan kabut nya siang hari produksi karbon nya di kurangi takut nya jadi perbincangan orang banyak. Ada topik polusi alibi nya kendaraan. begitu saja terus makin BG kita
0,Ranking PM25 Cina yang telah menyatakan perang terhadap polusi sejak 2014 turun ke peringkat 22 pada 2021 setelah sebelumnya menempati posisi 14 pada 2020. Namun IQAir mengatakan rata-rata nilai PM25 Cina sedikit membaik menjadi 326 mikrogram dalam setahun. (5) (Reuters)
1,BERSYUKUR bangett mendadak speed angin nya cepat jadi bisa membantu menurunkan level PM25 yang ada di udara siang dan sore setelah hujan saja polusi nya mulai ngeri parah ini jakarta.
-1,Anak2 dan orang tua/lansia yang style nya di apartemen kasihan bangett dah harus merasakan belasan jam terpapar PM25 dan Gas2 beracun lainnya. yang anak2 bisa cacat organ dalam tubuh nya nih. Bagi orang tua polusi udara pemicu sakit penyakit bagi tubuh nya
-1,Paling menyedihkan dari keadaan ini adalah keluarga yang tinggalnya di apartemen. Anak2 nya tuh. Makan RACUN setiap hari setiap malam. Uda kena PM25 tinggi kena lagi HCHO dan TVOC yang tinggi BENCI lah terhadap Polusi udara. Ini racun yang mencelakai kehidupan.
-1,lebih bahaya polusi udara lahh PM25 itu kan unsur logam merusak nya bisa kemana mana lagi duh serem deh
-1,Kasihan 10 juta warga jakarta paru2 di jadikan hepa filter untuk menyerap PM25 heavy metal udara polusi beracun pemerintah kota dan negeri tidak layak untuk dipilih kembali. Kalian unfaedah. Bad performance
1,dari pada anda2 memboroskan uang dengan membeli motor dan mobil listrik yang mahal. lebih baik anda membeli alat ukur PM25 polusi udara jadi anda tahu apakah anda sedang terpapar polusi tinggi atau tidak . Menjadi Cerdaslah karena tuntutan keadaan. Kawal terus polusi udara jakarta
-1,untuk rumah tinggal jangka panjang apartemen adalah pilihan yang SALAH. karena udara di jakarta berpolusi tinggi. Dan semua keburukan nya akan lgs masuk kedalam rumah tanpa terFilter sama sekali. PM25 tinggi HCHO dan TVOC juga tinggi. Miris bukan jika memilih untuk tinggal di apartemen
-1,7 malam polusi udara tinggi terus. Hari ini polusi nya landai banget sampai do level 12-13 saja. Berarti polusi nya di sengaja. karena hujan hanya 1-2 jam saja. Produksi karbon di hentikan langit jakarta langsung kinclong. tidak apa-apa berarti warga jakarta bisa optimis badai PM25 bisa diatasi
1,Jika sudah mengetahui bahwa polusi udara sedang tinggi. Paling aman adalah pulang ke rumah. Istirahat. Karena PM25 ini unsur logam. Jika masuk ke dalam organ dalam tubuh ini sangat merusak banget. karena mengiris2 dan membuat iritasi di organ dalam tubuh kita. tidak pengen kan makanya pulang lah
-1,Polusi PM25 ini masuk ke rumah mu ke kamar tidur mu. Berada menjadi debu halus di ranjang dari mu dan di dalam lemari baju mu. masih berani Cuek ama PM25 polusi udara? belum lagi Gas2 beracun lainnya ehmm Katakan kita menolak polusi udara demi kebaikan kita bersama
0,Jika polusi udara bisa dijaga agar PM25 nya maximum 20 saja. Boleh lepas masker. Jika tidak. Sebaik nya tetap pake masker.
0,PM25 atau debu PM10 yang terlihat oleh mata. Ini adalah penghambat distribusi udara di saringan/filter udara. Sehingga udara yang masuk lebih sedikit. Kebutuhan 10 dpt nya 7.8 makanya harus di gas lebih dalam lagi pedal nya. Kl mengerti mah gampang beresin urusan polusi udara ini
-1,10 juta warga dki jakarta HARUS MARAH DAN BERLEBARAN JIKA POLUSI UDARA TINGGI. Paru2 kita bukan alat filtrasi udara outdoor. Enak saja kita yang di paksa menyaring PM25 yang ada di udara. Bangsat lu
-1,Masalah PM25 itu bisa mengendap ga ya di rumah? memangudah semingguan gejala mereda sejalan dengan polusi udara. Anggota Keluarga ga ada gejala cuma saya yang paling sensitif masih keluar ingus dikit 1 tisu (biasanya 2-4 tisu waktu subuh kalau parah polusinya).
-1,karena ada 2 ancaman kasat mata. 1 virus pilek/ covid/ omicron. 2 adalah polusi udara PM25 udara beracun yang bisa mendadak meningkat di jam 8.30 malam tanpa bisa terduga. Tapi ketahuan sih dari kabut di sinar lampu jalanan bg yang sudah paham
-1,Lah itu indeks polusi udara dengan kejadian serentak udah ada + dampak2 polusi udara PM25. Kalau mau pake logika penelitian ilmiah argumen babeh aldo udah lebih kuat dari kemenkes. Variabel x serentak variabel y serentak dan disertai landasan teori.
-1,Udara jakarta jika tidak terpapar omicron ya uda terpapar PM25 polusi udara beracun. Hasil produksi dari PLTU batubara PLN sialan dosa 8.283 MW
-1,"Apakah kita sudah memberikan kehidupan yang sehat dan layak untuk ibu?
Nyatanya polusi udara di Indonesia terus mengalami perburukan. Setiap kenaikan polusi PM25 berbagai ancaman kesehatan mengintai nyata!"
0,Paling bijaksana adalah menyetop PM25 polusi udara beracun. dengan cara apa pun. dengan cepat dan tepat. Kl saya yang jadi pejabat semudah membalikkan telapak tangan aku kendalikan polusi udara jakarta ini. Pasti beres dalam tempo 1 week
-1,Iyaa bener baunya tidak enak banget ya Entah sampai kapan semua kegilaan ini berlangsung. Polusi udara sangat jahat karena kena ke anak2 makanya aku sewot banget ama si PM25 ini dkk nya.
-1,Gimana mau melakukan sirkulasi udara dalam rumah jika PM25 heavy metal nya setinggi ini di udara outdoor. Pdhal aktifitas kota dariop mentok gegara omicron sialan ini. dari jakarta sampai bali hancur semuanya. kok bisa polusi udara ms tinggi juga. tidak layak diPilih lagi nantinya
0,"(2/n) tembakau memasak dan membakar kayu lilin atau dupa juga meningkatkan polusi udara. Selain itu partikel udara bisa terbentuk dari penyegar udara dan produk pembersih rumah tangga.
Bagi yang ingin mengetahui lebih rinci tentang PM25 dan bebas dari pembodohan imigran >>> (3/3)"
1,Kalau memangbenar polusi udara meningkat gegara PM25 pakai maskernya dong. Biar ga kena polusi udaranya
0,polusi udara yang diracuni dengan zat PM25
-1,"ahhhh apalagi sudah ini eh
makin banyak orang cuap2 tanpa dasar
paparkan dong PM25 itu apa
berapa besar tingkat polusi nya?
kandungan apa saja di polutannya?
paparkan dong datanya
curiga tanpa bukti itu fitnah
ahhhh sudah lahhh
dorang su merasa paling benar dan paling pinanti"
-1,Bln 1 memangkebanyakan warna kuning nya. Tetapi yang merah dan orange pada saat berlangsung nya polusi udara sangat luar biasa mengkuatirkan. Selain PM25 nya yang sangat tinggi bisa di level 200 HCHO = formalin di udara juga sangat tinggi. bagaimana tidak rusak kesehatan manusia. Seperti sengaja saja y
1,Dan juga kita bisa mengurangi terjadi nya penyakit ispa. Batuk pilek radang tenggorokan jauh deh jika udara yang kita hirup itu bebas polusi udara. Rendah PM25 udara beracun. Sayonara deh COVID 19 hahahaha
-1,Atasi polusi udara di jakarta dan P jawa sakit penyakit psti banyak yang memyusut. Udara kalau kotor macem2 penyakit nya. Wong PM25 itu isi nya heavy metal. Iritasi semua organ tubuh manusia dan hewan boss ‍
0,Cara mengetahui polusi udara ada di dekat anda adalah dengan memperhatikan cahaya lampu jalan raya. Jika mendadak berkabut uda deh berhati2lah karena pasti level PM25 nya sudah tinggi. Semakin hitam pekat warna langit semakin rendah level PM25 di udara. Ini cara mengamati polusi yah
-1,He he tong memanglu kira polutan PM25 itu lsg mmbunuh dalam hitungan hari oke mari cek orang Riau sama kalimantan yang lebih parah kena asap pembakaran lahan atau klo mau elit ye PM25 ini sudah lama jadi polusi di bangkok. lu cek deh. ada yang mati hitungan hari / minimal RS penuh?
-1,"Kawal terus polusi udara jakarta. Demi kebaikan 10 juta warga jakarta baik yang sehat atau yang sedang sakit saat ini. PM25 polusi udara beracun = Melanggar HAM
Udara yang sehat dan baik wajib ada bagi 10 juta warga dki jakarta"
1,Warga jakarta sudah bisa bebas polusi udara. Semoga pemerintah yang sedang berjalan yang sisa 2 thn ini. Berpikir keras bagaimana cara nya agar hingga 2024. Udara jakarta tempat nya orang pintar se Nusantara berkumpul bisa bebas polusi udara beracun PM25 heavy metal yang sangat berbahaya
-1,Kelembaban udara yang tinggi di tambah lagi polusi udara PM25 dkk nya. Ya menjadi rusak lah paru2nya manusia perhatikan polusi udara jakarta. Maka semua keburukan ini akan berakhir
0,Pengen mendeteksi polusi udara sangat mudah. Kabut tidak akan pernah ada di kota ini. Jika ada kabut asap yang terlihat di lampu jalanan itulah polusi udara PM25 heavy metal udara beracun. Jika sudah sampai terlihat pd lampu jalanan. Biasanya level PM25 nya sudah tinggi.
-1,Dosa PLTU batubara made in indonesia. mengakibatkatkan udara berpolusi beracun berat TVOC tinggi PM25 jangan di tanyakan lagi. Benahi udara nya semua nya akan kembali baik2 saja
-1,Kasihan benar nasib nya warga apartemen. Semua keburukan udara masuk kedalam kabin nya yang imut2 itu 36-42m3 semoga thn 22 ini ketemu solusi jitu untuk menurunkan PM25 polusi udara beracun malam hari
1,Selalu dan salam sehat. jangan lupa pake masker. karena penggangu ispa sejatinya adalah polusi udara PM25 heavy metal udara beracun made in indonesia. Produksi PLTU PLN dan industri tenaga coal
-1,"Mau terpapar berapa lama?
SeEnak apapun makanan yang kamu makan. Sebanyak apapun vitamin yang kamu minum. Jika terpapar logam berat heavy metal dari PM25 polusi udara. Ujung nya kematian inilah covid yang sesungguhnya"
1,Mulai ada peningkatan polusi udara dalam 40 menit terakhir ini. Bagi yang masih ada di outdoor waspada ya. Kelembaban tinggi plus PM25 ini cikal bakal jadi pilek. jangan kaget jika ada semacam gel bulat. Itu lendir beku. Mendadak keluar lewat mulut ya makanya pake masker kain guys.
0,Aroma batubara yang setiap malam kita hirup atau yang kita rasakan itu adalah TVOC. Level nya lumayan tinggi jika terkurung selama 8-10 jam di dalam kamar kita sendiri. Makanya karena sudah tau PM25 polusi udara itu berbahaya. Setiap jam ku infokan tentang polusi udara.
-1,"Mengerikan kualitas udara DkiJakarta tgl 4-1-2022
Hari ke 2 polusi
Mau terpapar berapa lama
SeEnak apapun makanan yang kamu makan. Sebanyak apapun vitamin yang km minum. Jika terpapar logam berat heavy metal dari PM25 polusi udara. Ujung nya kematian inilah covid yang sesungguhnya"
-1,"Mau terpapar berapa lama?
SeEnak apapun makanan yang kamu makan. Sebanyak apapun vitamin yang kamu minum. Jika terpapar logam berat heavy metal dari PM25 polusi udara. Ujung nya kematian inilah covid yang sesungguhnya"
